kode_produk;tgl_berlaku;tanggal_berlaku;harga_berlaku_cabang;modal_cabang;biaya_cabang
PROD-0000001;08/03/2020 00:00;08/03/2020;11380;10810;120
PROD-0000001;09/03/2020 00:00;09/03/2020;11180;10540;90
PROD-0000001;10/03/2020 00:00;10/03/2020;11190;10620;140
PROD-0000001;11/03/2020 00:00;11/03/2020;11400;10830;70
PROD-0000001;12/03/2020 00:00;12/03/2020;11240;10690;130
PROD-0000001;13/03/2020 00:00;13/03/2020;11200;10640;170
PROD-0000001;14/03/2020 00:00;14/03/2020;11150;10590;230
PROD-0000001;15/03/2020 00:00;15/03/2020;11160;10640;260
PROD-0000001;16/03/2020 00:00;16/03/2020;11330;10760;260
PROD-0000001;17/03/2020 00:00;17/03/2020;11380;10710;150
PROD-0000001;18/03/2020 00:00;18/03/2020;11310;10810;60
PROD-0000001;19/03/2020 00:00;19/03/2020;11290;10680;270
PROD-0000001;20/03/2020 00:00;20/03/2020;11130;10570;130
PROD-0000001;21/03/2020 00:00;21/03/2020;11320;10790;230
PROD-0000001;22/03/2020 00:00;22/03/2020;11310;10770;110
PROD-0000001;23/03/2020 00:00;23/03/2020;11260;10590;10
PROD-0000001;24/03/2020 00:00;24/03/2020;11110;10550;80
PROD-0000001;25/03/2020 00:00;25/03/2020;11270;10730;110
PROD-0000001;26/03/2020 00:00;26/03/2020;11310;10690;10
PROD-0000001;27/03/2020 00:00;27/03/2020;11090;10570;40
PROD-0000001;28/03/2020 00:00;28/03/2020;11180;10600;10
PROD-0000001;29/03/2020 00:00;29/03/2020;11040;10490;10
PROD-0000001;30/03/2020 00:00;30/03/2020;11240;10640;70
PROD-0000001;31/03/2020 00:00;31/03/2020;11310;10740;200
PROD-0000001;01/04/2020 00:00;01/04/2020;11320;10760;50
PROD-0000001;02/04/2020 00:00;02/04/2020;11210;10650;200
PROD-0000001;03/04/2020 00:00;03/04/2020;11350;10800;260
PROD-0000001;04/04/2020 00:00;04/04/2020;11340;10780;20
PROD-0000001;05/04/2020 00:00;05/04/2020;11320;10760;180
PROD-0000001;06/04/2020 00:00;06/04/2020;11520;10990;10
PROD-0000001;07/04/2020 00:00;07/04/2020;11250;10690;140
PROD-0000001;08/04/2020 00:00;08/04/2020;11230;10670;20
PROD-0000001;09/04/2020 00:00;09/04/2020;11360;10900;200
PROD-0000001;10/04/2020 00:00;10/04/2020;11450;10880;220
PROD-0000001;11/04/2020 00:00;11/04/2020;11320;10820;70
PROD-0000001;12/04/2020 00:00;12/04/2020;11350;10780;210
PROD-0000001;13/04/2020 00:00;13/04/2020;11410;10810;80
PROD-0000001;14/04/2020 00:00;14/04/2020;11230;10670;150
PROD-0000001;15/04/2020 00:00;15/04/2020;11320;10750;180
PROD-0000001;16/04/2020 00:00;16/04/2020;11410;10840;70
PROD-0000001;17/04/2020 00:00;17/04/2020;11250;10750;20
PROD-0000001;18/04/2020 00:00;18/04/2020;11430;10860;280
PROD-0000001;19/04/2020 00:00;19/04/2020;11120;10560;230
PROD-0000001;20/04/2020 00:00;20/04/2020;11330;10710;210
PROD-0000001;21/04/2020 00:00;21/04/2020;11370;10800;240
PROD-0000001;22/04/2020 00:00;22/04/2020;11140;10490;200
PROD-0000001;23/04/2020 00:00;23/04/2020;11320;10760;200
PROD-0000001;24/04/2020 00:00;24/04/2020;11160;10600;10
PROD-0000001;25/04/2020 00:00;25/04/2020;11170;10610;190
PROD-0000001;26/04/2020 00:00;26/04/2020;11340;10780;70
PROD-0000001;27/04/2020 00:00;27/04/2020;11190;10590;210
PROD-0000001;28/04/2020 00:00;28/04/2020;11370;10910;130
PROD-0000001;29/04/2020 00:00;29/04/2020;11270;10710;230
PROD-0000001;30/04/2020 00:00;30/04/2020;11190;10630;270
PROD-0000001;01/05/2020 00:00;01/05/2020;11420;10770;0
PROD-0000001;02/05/2020 00:00;02/05/2020;11270;10710;120
PROD-0000001;03/05/2020 00:00;03/05/2020;11400;10710;150
PROD-0000001;04/05/2020 00:00;04/05/2020;11470;10970;110
PROD-0000001;05/05/2020 00:00;05/05/2020;11470;10890;260
PROD-0000001;06/05/2020 00:00;06/05/2020;11220;10660;180
PROD-0000001;07/05/2020 00:00;07/05/2020;11420;10850;20
PROD-0000001;08/05/2020 00:00;08/05/2020;11260;10700;240
PROD-0000001;09/05/2020 00:00;09/05/2020;11510;10880;200
PROD-0000001;10/05/2020 00:00;10/05/2020;11360;10790;70
PROD-0000001;11/05/2020 00:00;11/05/2020;11330;10880;220
PROD-0000001;12/05/2020 00:00;12/05/2020;11470;10900;10
PROD-0000001;13/05/2020 00:00;13/05/2020;11260;10700;140
PROD-0000001;14/05/2020 00:00;14/05/2020;11540;10890;70
PROD-0000001;15/05/2020 00:00;15/05/2020;11350;10790;30
PROD-0000001;16/05/2020 00:00;16/05/2020;11610;11030;260
PROD-0000001;17/05/2020 00:00;17/05/2020;11290;10720;110
PROD-0000001;18/05/2020 00:00;18/05/2020;11360;10790;120
PROD-0000001;19/05/2020 00:00;19/05/2020;11310;10760;210
PROD-0000001;20/05/2020 00:00;20/05/2020;11290;10760;190
PROD-0000001;21/05/2020 00:00;21/05/2020;11510;10980;200
PROD-0000001;22/05/2020 00:00;22/05/2020;11450;10880;260
PROD-0000001;23/05/2020 00:00;23/05/2020;11490;11000;220
PROD-0000001;24/05/2020 00:00;24/05/2020;11520;10940;150
PROD-0000001;25/05/2020 00:00;25/05/2020;11350;10860;100
PROD-0000001;26/05/2020 00:00;26/05/2020;11380;10810;270
PROD-0000001;27/05/2020 00:00;27/05/2020;11540;10960;140
PROD-0000001;28/05/2020 00:00;28/05/2020;11380;10790;60
PROD-0000001;29/05/2020 00:00;29/05/2020;11520;10940;280
PROD-0000001;30/05/2020 00:00;30/05/2020;11400;10780;210
PROD-0000001;31/05/2020 00:00;31/05/2020;11470;10900;70
PROD-0000001;01/06/2020 00:00;01/06/2020;11510;10910;200
PROD-0000001;02/06/2020 00:00;02/06/2020;11500;11020;20
PROD-0000001;03/06/2020 00:00;03/06/2020;11640;10980;220
PROD-0000001;04/06/2020 00:00;04/06/2020;11670;11080;10
PROD-0000001;05/06/2020 00:00;05/06/2020;11530;10950;160
PROD-0000001;06/06/2020 00:00;06/06/2020;11440;10890;20
PROD-0000001;07/06/2020 00:00;07/06/2020;11450;10880;30
PROD-0000001;08/06/2020 00:00;08/06/2020;11510;10850;180
PROD-0000001;09/06/2020 00:00;09/06/2020;11480;10800;250
PROD-0000001;10/06/2020 00:00;10/06/2020;11600;10910;130
PROD-0000001;11/06/2020 00:00;11/06/2020;11460;10890;70
PROD-0000001;12/06/2020 00:00;12/06/2020;11370;10800;280
PROD-0000001;13/06/2020 00:00;13/06/2020;11570;10990;260
PROD-0000001;14/06/2020 00:00;14/06/2020;11430;10970;50
PROD-0000001;15/06/2020 00:00;15/06/2020;11590;11010;250
PROD-0000001;16/06/2020 00:00;16/06/2020;11530;10950;70
PROD-0000001;17/06/2020 00:00;17/06/2020;11460;10890;30
PROD-0000001;18/06/2020 00:00;18/06/2020;11460;10890;80
PROD-0000001;19/06/2020 00:00;19/06/2020;11430;10870;200
PROD-0000001;20/06/2020 00:00;20/06/2020;11360;10800;260
PROD-0000001;21/06/2020 00:00;21/06/2020;11500;11010;130
PROD-0000001;22/06/2020 00:00;22/06/2020;11390;10820;100
PROD-0000001;23/06/2020 00:00;23/06/2020;11550;10970;280
PROD-0000001;24/06/2020 00:00;24/06/2020;11690;10990;20
PROD-0000001;25/06/2020 00:00;25/06/2020;11530;10950;140
PROD-0000001;26/06/2020 00:00;26/06/2020;11620;11030;210
PROD-0000001;27/06/2020 00:00;27/06/2020;11480;10800;90
PROD-0000001;28/06/2020 00:00;28/06/2020;11650;10960;70
PROD-0000001;29/06/2020 00:00;29/06/2020;11600;11020;120
PROD-0000001;30/06/2020 00:00;30/06/2020;11440;10780;130
PROD-0000001;01/07/2020 00:00;01/07/2020;11740;11160;220
PROD-0000001;02/07/2020 00:00;02/07/2020;11750;11210;60
PROD-0000001;03/07/2020 00:00;03/07/2020;11700;11140;110
PROD-0000001;04/07/2020 00:00;04/07/2020;11470;10890;280
PROD-0000001;05/07/2020 00:00;05/07/2020;11630;11050;280
PROD-0000001;06/07/2020 00:00;06/07/2020;11700;11110;150
PROD-0000001;07/07/2020 00:00;07/07/2020;11700;11030;30
PROD-0000001;08/07/2020 00:00;08/07/2020;11680;11210;110
PROD-0000001;09/07/2020 00:00;09/07/2020;11490;10970;220
PROD-0000001;10/07/2020 00:00;10/07/2020;11790;11110;80
PROD-0000001;11/07/2020 00:00;11/07/2020;11700;11110;130
PROD-0000001;12/07/2020 00:00;12/07/2020;11680;11090;220
PROD-0000001;13/07/2020 00:00;13/07/2020;11580;11060;240
PROD-0000001;14/07/2020 00:00;14/07/2020;11490;10920;200
PROD-0000001;15/07/2020 00:00;15/07/2020;11820;11280;120
PROD-0000001;16/07/2020 00:00;16/07/2020;11560;11080;250
PROD-0000001;17/07/2020 00:00;17/07/2020;11630;11020;240
PROD-0000001;18/07/2020 00:00;18/07/2020;11490;11010;200
PROD-0000001;19/07/2020 00:00;19/07/2020;11580;10980;160
PROD-0000001;20/07/2020 00:00;20/07/2020;11560;10890;230
PROD-0000001;21/07/2020 00:00;21/07/2020;11630;11020;90
PROD-0000001;22/07/2020 00:00;22/07/2020;11610;11080;40
PROD-0000001;23/07/2020 00:00;23/07/2020;11510;10900;230
PROD-0000001;24/07/2020 00:00;24/07/2020;11560;10900;280
PROD-0000001;25/07/2020 00:00;25/07/2020;11580;11000;160
PROD-0000001;26/07/2020 00:00;26/07/2020;11490;10860;180
PROD-0000001;27/07/2020 00:00;27/07/2020;11670;11090;10
PROD-0000001;28/07/2020 00:00;28/07/2020;11580;10930;280
PROD-0000001;29/07/2020 00:00;29/07/2020;11820;11230;50
PROD-0000001;30/07/2020 00:00;30/07/2020;11650;11070;240
PROD-0000001;31/07/2020 00:00;31/07/2020;11540;10960;130
PROD-0000001;01/08/2020 00:00;01/08/2020;11800;11270;0
PROD-0000001;02/08/2020 00:00;02/08/2020;11830;11320;110
PROD-0000001;03/08/2020 00:00;03/08/2020;11760;11120;280
PROD-0000001;04/08/2020 00:00;04/08/2020;11690;11110;130
PROD-0000001;05/08/2020 00:00;05/08/2020;11830;11240;0
PROD-0000001;06/08/2020 00:00;06/08/2020;11670;11080;160
PROD-0000001;07/08/2020 00:00;07/08/2020;11880;11210;170
PROD-0000001;08/08/2020 00:00;08/08/2020;11620;11040;170
PROD-0000001;09/08/2020 00:00;09/08/2020;11550;11060;80
PROD-0000001;10/08/2020 00:00;10/08/2020;11830;11160;240
PROD-0000001;11/08/2020 00:00;11/08/2020;11800;11140;210
PROD-0000001;12/08/2020 00:00;12/08/2020;11640;11010;150
PROD-0000001;13/08/2020 00:00;13/08/2020;11710;11190;110
PROD-0000001;14/08/2020 00:00;14/08/2020;11860;11230;140
PROD-0000001;15/08/2020 00:00;15/08/2020;11640;11170;220
PROD-0000001;16/08/2020 00:00;16/08/2020;11730;11140;280
PROD-0000001;17/08/2020 00:00;17/08/2020;11740;11260;120
PROD-0000001;18/08/2020 00:00;18/08/2020;11740;11210;280
PROD-0000001;19/08/2020 00:00;19/08/2020;11810;11250;220
PROD-0000001;20/08/2020 00:00;20/08/2020;11670;11180;270
PROD-0000001;21/08/2020 00:00;21/08/2020;11640;11060;80
PROD-0000001;22/08/2020 00:00;22/08/2020;11810;11240;30
PROD-0000001;23/08/2020 00:00;23/08/2020;11640;10960;30
PROD-0000001;24/08/2020 00:00;24/08/2020;11710;11080;230
PROD-0000001;25/08/2020 00:00;25/08/2020;11670;11070;30
PROD-0000001;26/08/2020 00:00;26/08/2020;11800;11210;210
PROD-0000001;27/08/2020 00:00;27/08/2020;11810;11220;210
PROD-0000001;28/08/2020 00:00;28/08/2020;11900;11310;140
PROD-0000001;29/08/2020 00:00;29/08/2020;11570;11090;30
PROD-0000001;30/08/2020 00:00;30/08/2020;11690;11040;150
PROD-0000001;31/08/2020 00:00;31/08/2020;11860;11320;60
PROD-0000001;01/09/2020 00:00;01/09/2020;11990;11480;180
PROD-0000001;02/09/2020 00:00;02/09/2020;11810;11170;90
PROD-0000001;03/09/2020 00:00;03/09/2020;11840;11250;210
PROD-0000001;04/09/2020 00:00;04/09/2020;11960;11290;220
PROD-0000001;05/09/2020 00:00;05/09/2020;11840;11220;260
PROD-0000001;06/09/2020 00:00;06/09/2020;11630;10960;120
PROD-0000001;07/09/2020 00:00;07/09/2020;11680;11100;260
PROD-0000001;08/09/2020 00:00;08/09/2020;11890;11290;70
PROD-0000001;09/09/2020 00:00;09/09/2020;11790;11300;190
PROD-0000001;10/09/2020 00:00;10/09/2020;11720;11060;220
PROD-0000001;11/09/2020 00:00;11/09/2020;11860;11320;50
PROD-0000001;12/09/2020 00:00;12/09/2020;12060;11360;110
PROD-0000001;13/09/2020 00:00;13/09/2020;11960;11260;140
PROD-0000001;14/09/2020 00:00;14/09/2020;11800;11240;140
PROD-0000001;15/09/2020 00:00;15/09/2020;11820;11230;280
PROD-0000001;16/09/2020 00:00;16/09/2020;11860;11380;100
PROD-0000001;17/09/2020 00:00;17/09/2020;11910;11410;0
PROD-0000001;18/09/2020 00:00;18/09/2020;11930;11280;40
PROD-0000001;19/09/2020 00:00;19/09/2020;11720;11100;190
PROD-0000001;20/09/2020 00:00;20/09/2020;11720;11200;70
PROD-0000001;21/09/2020 00:00;21/09/2020;11890;11250;20
PROD-0000001;22/09/2020 00:00;22/09/2020;11750;11160;220
PROD-0000001;23/09/2020 00:00;23/09/2020;11750;11230;240
PROD-0000001;24/09/2020 00:00;24/09/2020;11840;11160;60
PROD-0000001;25/09/2020 00:00;25/09/2020;11930;11350;0
PROD-0000001;26/09/2020 00:00;26/09/2020;11960;11290;280
PROD-0000001;27/09/2020 00:00;27/09/2020;11940;11420;110
PROD-0000001;28/09/2020 00:00;28/09/2020;12010;11410;270
PROD-0000001;29/09/2020 00:00;29/09/2020;11790;11210;160
PROD-0000001;30/09/2020 00:00;30/09/2020;11860;11270;200
PROD-0000001;01/10/2020 00:00;01/10/2020;12020;11420;240
PROD-0000001;02/10/2020 00:00;02/10/2020;12120;11450;210
PROD-0000001;03/10/2020 00:00;03/10/2020;11940;11410;190
PROD-0000001;04/10/2020 00:00;04/10/2020;12090;11380;40
PROD-0000001;05/10/2020 00:00;05/10/2020;12070;11460;130
PROD-0000001;06/10/2020 00:00;06/10/2020;12000;11400;120
PROD-0000001;07/10/2020 00:00;07/10/2020;11850;11360;70
PROD-0000001;08/10/2020 00:00;08/10/2020;11860;11320;260
PROD-0000001;09/10/2020 00:00;09/10/2020;12070;11460;280
PROD-0000001;10/10/2020 00:00;10/10/2020;12000;11490;220
PROD-0000001;11/10/2020 00:00;11/10/2020;12090;11540;80
PROD-0000001;12/10/2020 00:00;12/10/2020;12000;11470;140
PROD-0000001;13/10/2020 00:00;13/10/2020;11850;11260;110
PROD-0000001;14/10/2020 00:00;14/10/2020;12020;11500;100
PROD-0000001;15/10/2020 00:00;15/10/2020;11850;11260;120
PROD-0000001;16/10/2020 00:00;16/10/2020;12020;11520;30
PROD-0000001;17/10/2020 00:00;17/10/2020;12140;11430;20
PROD-0000001;18/10/2020 00:00;18/10/2020;11780;11130;60
PROD-0000001;19/10/2020 00:00;19/10/2020;11970;11370;170
PROD-0000001;20/10/2020 00:00;20/10/2020;12100;11610;300
PROD-0000001;21/10/2020 00:00;21/10/2020;11970;11370;40
PROD-0000001;22/10/2020 00:00;22/10/2020;12140;11420;130
PROD-0000001;23/10/2020 00:00;23/10/2020;11740;11220;60
PROD-0000001;24/10/2020 00:00;24/10/2020;11900;11220;10
PROD-0000001;25/10/2020 00:00;25/10/2020;11920;11290;200
PROD-0000001;26/10/2020 00:00;26/10/2020;12090;11430;40
PROD-0000001;27/10/2020 00:00;27/10/2020;11900;11340;200
PROD-0000001;28/10/2020 00:00;28/10/2020;11920;11330;160
PROD-0000001;29/10/2020 00:00;29/10/2020;11950;11350;20
PROD-0000001;30/10/2020 00:00;30/10/2020;11900;11310;130
PROD-0000001;31/10/2020 00:00;31/10/2020;11930;11330;200
PROD-0000001;01/11/2020 00:00;01/11/2020;11930;11390;50
PROD-0000001;02/11/2020 00:00;02/11/2020;12180;11570;0
PROD-0000001;03/11/2020 00:00;03/11/2020;12200;11640;120
PROD-0000001;04/11/2020 00:00;04/11/2020;12030;11430;70
PROD-0000001;05/11/2020 00:00;05/11/2020;12130;11600;300
PROD-0000001;06/11/2020 00:00;06/11/2020;12060;11370;50
PROD-0000001;07/11/2020 00:00;07/11/2020;12230;11620;270
PROD-0000001;08/11/2020 00:00;08/11/2020;11910;11230;240
PROD-0000001;09/11/2020 00:00;09/11/2020;12110;11520;110
PROD-0000001;10/11/2020 00:00;10/11/2020;11930;11260;80
PROD-0000001;11/11/2020 00:00;11/11/2020;12130;11420;70
PROD-0000001;12/11/2020 00:00;12/11/2020;11880;11410;270
PROD-0000001;13/11/2020 00:00;13/11/2020;12030;11410;70
PROD-0000001;14/11/2020 00:00;14/11/2020;12080;11440;70
PROD-0000001;15/11/2020 00:00;15/11/2020;12100;11500;20
PROD-0000001;16/11/2020 00:00;16/11/2020;12110;11420;40
PROD-0000001;17/11/2020 00:00;17/11/2020;12080;11400;180
PROD-0000001;18/11/2020 00:00;18/11/2020;12010;11410;50
PROD-0000001;19/11/2020 00:00;19/11/2020;11910;11310;90
PROD-0000001;20/11/2020 00:00;20/11/2020;12080;11470;20
PROD-0000001;21/11/2020 00:00;21/11/2020;12080;11550;90
PROD-0000001;22/11/2020 00:00;22/11/2020;11940;11220;180
PROD-0000001;23/11/2020 00:00;23/11/2020;12060;11390;100
PROD-0000001;24/11/2020 00:00;24/11/2020;12130;11540;0
PROD-0000001;25/11/2020 00:00;25/11/2020;11830;11240;30
PROD-0000001;26/11/2020 00:00;26/11/2020;11960;11310;220
PROD-0000001;27/11/2020 00:00;27/11/2020;12100;11570;160
PROD-0000001;28/11/2020 00:00;28/11/2020;12120;11560;80
PROD-0000001;29/11/2020 00:00;29/11/2020;12060;11460;60
PROD-0000001;30/11/2020 00:00;30/11/2020;11980;11380;220
PROD-0000001;01/12/2020 00:00;01/12/2020;12310;11690;180
PROD-0000001;02/12/2020 00:00;02/12/2020;11990;11390;190
PROD-0000001;03/12/2020 00:00;03/12/2020;12190;11580;100
PROD-0000001;04/12/2020 00:00;04/12/2020;12090;11500;240
PROD-0000001;05/12/2020 00:00;05/12/2020;12240;11640;260
PROD-0000001;06/12/2020 00:00;06/12/2020;12090;11590;10
PROD-0000001;07/12/2020 00:00;07/12/2020;12170;11460;10
PROD-0000001;08/12/2020 00:00;08/12/2020;12170;11610;70
PROD-0000001;09/12/2020 00:00;09/12/2020;12190;11570;260
PROD-0000001;10/12/2020 00:00;10/12/2020;12190;11580;80
PROD-0000001;11/12/2020 00:00;11/12/2020;12060;11460;170
PROD-0000001;12/12/2020 00:00;12/12/2020;12140;11430;160
PROD-0000001;13/12/2020 00:00;13/12/2020;12110;11610;50
PROD-0000001;14/12/2020 00:00;14/12/2020;12210;11580;50
PROD-0000001;15/12/2020 00:00;15/12/2020;12060;11460;40
PROD-0000001;16/12/2020 00:00;16/12/2020;11970;11370;200
PROD-0000001;17/12/2020 00:00;17/12/2020;12090;11370;100
PROD-0000001;18/12/2020 00:00;18/12/2020;12280;11750;40
PROD-0000001;19/12/2020 00:00;19/12/2020;12210;11520;260
PROD-0000001;20/12/2020 00:00;20/12/2020;12140;11440;280
PROD-0000001;21/12/2020 00:00;21/12/2020;12000;11360;110
PROD-0000001;22/12/2020 00:00;22/12/2020;12090;11380;300
PROD-0000001;23/12/2020 00:00;23/12/2020;12170;11550;0
PROD-0000001;24/12/2020 00:00;24/12/2020;12050;11440;10
PROD-0000001;25/12/2020 00:00;25/12/2020;12070;11470;230
PROD-0000001;26/12/2020 00:00;26/12/2020;11990;11390;40
PROD-0000001;27/12/2020 00:00;27/12/2020;12020;11420;190
PROD-0000001;28/12/2020 00:00;28/12/2020;12020;11390;230
PROD-0000001;29/12/2020 00:00;29/12/2020;12310;11700;40
PROD-0000001;30/12/2020 00:00;30/12/2020;12310;11690;40
PROD-0000001;31/12/2020 00:00;31/12/2020;12090;11460;210
PROD-0000002;01/01/2021 00:00;01/01/2021;4220;4040;10
PROD-0000002;02/01/2021 00:00;02/01/2021;4220;3980;70
PROD-0000002;03/01/2021 00:00;03/01/2021;4260;4010;10
PROD-0000002;04/01/2021 00:00;04/01/2021;4250;4030;40
PROD-0000002;05/01/2021 00:00;05/01/2021;4230;4030;40
PROD-0000002;06/01/2021 00:00;06/01/2021;4250;4030;50
PROD-0000002;07/01/2021 00:00;07/01/2021;4210;4030;30
PROD-0000002;08/01/2021 00:00;08/01/2021;4220;4040;10
PROD-0000002;09/01/2021 00:00;09/01/2021;4260;4000;10
PROD-0000002;10/01/2021 00:00;10/01/2021;4190;3990;100
PROD-0000002;11/01/2021 00:00;11/01/2021;4210;3990;60
PROD-0000002;12/01/2021 00:00;12/01/2021;4240;4030;10
PROD-0000002;13/01/2021 00:00;13/01/2021;4170;3960;30
PROD-0000002;14/01/2021 00:00;14/01/2021;4240;4030;80
PROD-0000002;15/01/2021 00:00;15/01/2021;4170;3980;0
PROD-0000002;16/01/2021 00:00;16/01/2021;4200;3950;30
PROD-0000002;17/01/2021 00:00;17/01/2021;4230;4020;70
PROD-0000002;18/01/2021 00:00;18/01/2021;4190;3970;100
PROD-0000002;19/01/2021 00:00;19/01/2021;4170;3980;100
PROD-0000002;20/01/2021 00:00;20/01/2021;4200;4010;30
PROD-0000002;21/01/2021 00:00;21/01/2021;4210;3980;70
PROD-0000002;22/01/2021 00:00;22/01/2021;4240;4030;50
PROD-0000002;23/01/2021 00:00;23/01/2021;4180;4010;60
PROD-0000002;24/01/2021 00:00;24/01/2021;4230;3980;80
PROD-0000002;25/01/2021 00:00;25/01/2021;4190;3960;0
PROD-0000002;26/01/2021 00:00;26/01/2021;4140;3970;90
PROD-0000002;27/01/2021 00:00;27/01/2021;4180;3970;30
PROD-0000002;28/01/2021 00:00;28/01/2021;4240;4070;90
PROD-0000002;29/01/2021 00:00;29/01/2021;4160;3960;40
PROD-0000002;30/01/2021 00:00;30/01/2021;4220;3990;80
PROD-0000002;31/01/2021 00:00;31/01/2021;4200;4010;20
PROD-0000002;01/02/2021 00:00;01/02/2021;4250;4050;80
PROD-0000002;02/02/2021 00:00;02/02/2021;4240;4040;40
PROD-0000002;03/02/2021 00:00;03/02/2021;4220;3960;80
PROD-0000002;04/02/2021 00:00;04/02/2021;4170;3960;30
PROD-0000002;05/02/2021 00:00;05/02/2021;4200;4020;80
PROD-0000002;06/02/2021 00:00;06/02/2021;4250;4060;90
PROD-0000002;07/02/2021 00:00;07/02/2021;4160;3960;40
PROD-0000002;08/02/2021 00:00;08/02/2021;4240;4030;100
PROD-0000002;09/02/2021 00:00;09/02/2021;4200;3990;10
PROD-0000002;10/02/2021 00:00;10/02/2021;4210;4000;70
PROD-0000002;11/02/2021 00:00;11/02/2021;4230;4030;100
